66,CARD_AKINJI_RAIDERS,AkinjiRaiders,Akinji Raiders,4,3,No,1,1517,Draw a card from other power,,MEDIUM,New action,Group 6 - Cards draw / discard
67,CARD_ANABAPTISTS,Anabptists,Anabaptists,4,3,No,1,1517,Boosted conversions,,EASY,,"Group 1: Easy, just a boosted action"
68,CARD_ANDREA_DORIA,AndreaDoria,Andrea Doria,4,5,No,1,1517,Deactivate Genoa and activate it,Antipiracy action,HARD,New complicated action,GROUP 9 - New complicated actions
69,CARD_AULD_ALLIANCE,AuldAlliance,Auld Alliance,4,3,No,1,1517,Activate OR deactivate Scotland,complicated condition + build Regulars,HARD,New complicated action,GROUP 9 - New complicated actions
70,CARD_CHARLES_BOURBON,CharlesBourbon,Charles Bourbon,4,4,No,1,1517,Add leader with merc/cav with complicated condition,,HARD,New complicated action,GROUP 9 - New complicated actions
71,CARD_CITY_STATE_REBELS,CityStateRebels,City State Rebels,4,4,No,1,1517,Complicated condition + roll to liberate the city,,HARD,New complicated action,GROUP 9 - New complicated actions
72,CARD_CLOTH_PRICES_FLUCTUATE,ClothPricesFluctuate,Cloth Prices Fluctuate,4,3,No,1,1517,Complicated condition + draw cards + get mercenaries/cav,Discard a random card + unrests,HARD,New complicated action,GROUP 9 - New complicated actions
73,CARD_DIPLOMATIC_MARRIAGE,DiplomaticMarriage,Diplomatic Marriage,4,5,No,1,1517,Activate OR deactivate any minor power,Play when suing for peace for restoring spaces and leaders,HARD,New complicated action,GROUP 9 - New complicated actions
74,CARD_DIPLOMATIC_OVERTURE,DiplomaticOverture,Diplomatic Overture,4,5,No,1,1517,Draw 2 cards and give 1 with complicated conditions,,HARD,New complicated action,GROUP 9 - New complicated actions
75,CARD_ERASMUS,Erasmus,Erasmus,4,3,No,1,1517,Boosted conversions (different according to the turn),,EASY,,"Group 1: Easy, just a boosted action"
76,CARD_FOREIGN_RECRUITS,ForeignRecruits,Foreign Recruits,4,4,No,1,1517,Boosted recruits,,EASY,,"Group 1: Easy, just a boosted action"
77,CARD_FOUNTAIN_OF_YOUTH,FountainYouth,Fountain of Youth,4,2,No,1,1517,"Cancel a exploration, try to kill a explorer (complicated combo with Cabot)",,HARD,New complicated action,GROUP 9 - New complicated actions
78,CARD_FREDERICK_THE_WISE,FrederickWise,Frederick the Wise,4,3,Yes,1,1517,"Convert with complicated calculation and a decision, and option to recover a card",,HARD,New complicated action,GROUP 9 - New complicated actions
79,CARD_FUGGERS,Fuggers,Fuggers,4,3,No,1,1517,"Draw 2 cards, and have -1 card next turn",,MEDIUM,New action,Group 6 - Cards draw / discard
80,CARD_GABELLE_REVOLT,GabelleRevolt,Gabelle Revolt,4,1,No,1,1517,Unrest,,MEDIUM,New action,GROUP 5 - Unrest creator
81,CARD_INDULGENCE_VENDOR,IndulgenceVendor,Indulgence Vendor,4,3,No,1,1517,"Draw card from protestant, boosted St Peter's and discard the card",,MEDIUM,New action,Group 6 - Cards draw / discard
82,CARD_JANISSARIES_REBEL,JanissariesRebel,Janissaries Rebel,4,2,No,1,1517,Unrest,,MEDIUM,New action,GROUP 5 - Unrest creator
83,CARD_JOHN_ZAPOLYA,JohnZapolya,John Zapolya,4,3,Yes,1,1517,check condition + give regulars,,MEDIUM,New action,Group 8 - Other new simple actions
84,CARD_JULIA_GONZAGA,JuliaGonzaga,Julia Gonzaga,4,1,Yes,1,1517,complicated condition + future impact in piracy,,HARD,New complicated action,GROUP 9 - New complicated actions
85,CARD_KATHERINA_BORA,KatherinaBora,Katherina Bora,4,3,Yes,1,1517,Boosted conversions,,EASY,,"Group 1: Easy, just a boosted action"
86,CARD_KNIGHTS_OF_ST_JOHN,KnightsStJohn,Knights of St. John,4,2,No,1,1517,complicated condition + discard 1 card from Ottoman and boost St Peter's,complicated condition + Haps switch control of a port to independent and add fortress and unit,HARD,New complicated action,GROUP 9 - New complicated actions
87,CARD_MERCENARIES_DEMAND_PAY,MercenariesDemandPay,Mercenaries Demand Pay,4,2,No,1,1517,"target a power, might discard and might lose mercenaries acording to decision",,HARD,New complicated action,GROUP 9 - New complicated actions
88,CARD_PEASANTS_WAR,PesantsWar,Peasants' War,4,3,Yes,1,1517,Unrest,,MEDIUM,New action,GROUP 5 - Unrest creator
89,CARD_PIRATE_HAVEN,PirateHaven,Pirate Haven,4,3,No,1,1517,Convert Oran or Tripoli in a pirate haven,,HARD,New complicated action,GROUP 9 - New complicated actions
90,CARD_PRINTING_PRESS,PrintingPress,Printing Press,4,5,No,1,1517,Boost to future conversions + Boosted conversions,,HARD,New complicated action,GROUP 9 - New complicated actions
91,CARD_RANSOM,Ransom,Ransom,4,3,No,1,1517,Liberate any leader in prison,,MEDIUM,New action,Group 8 - Other new simple actions
92,CARD_REVOLT_IN_EGYPT,RevoltEgypt,Revolt in Egypt,4,3,No,1,1517,Foreign War,,MEDIUM,New action,GROUP 4 - Foreign Wars
93,CARD_REVOLT_IN_IRELAND,RevoltIreland,Revolt in Ireland,4,3,No,1,1517,Foreign War,,MEDIUM,New action,GROUP 4 - Foreign Wars
94,CARD_REVOLT_OF_THE_COMMUNEROS,RevoltCommuneros,Revolt of the Communeros,4,2,No,1,1517,Unrest,,MEDIUM,New action,GROUP 5 - Unrest creator
95,CARD_SACK_OF_ROME,SackRome,Sack of Rome,4,5,Special,1,1517,Complicated condition + battle + reduction in St Peter's + draw cards + etc,,HARD,New complicated action,GROUP 9 - New complicated actions
96,CARD_SALE_OF_MOLUCCAS,SaleMoluccas,Sale of Moluccas,4,3,Yes,1,1517,"if circunnavigation done, draw 2 cards",,MEDIUM,New action,Group 6 - Cards draw / discard
97,CARD_SCOTS_RAID,ScotsRaid,Scots Raid,1,2,No,3,1517,A condition + a total mess,,HARD,New complicated action,GROUP 9 - New complicated actions
98,CARD_SEARCH_FOR_CIBOLA,SearchCibola,Search for Cibola,4,2,No,1,1517,"Cancel a exploration or conquest, and avoid future in this turn",,HARD,New complicated action,GROUP 9 - New complicated actions
99,CARD_SEBASTIAN_CABOT,SebastianCabot,Sebastian Cabot,4,1,Special,1,1517,Boosted exploration,,HARD,Complicated iteration with other cards / actions,GROUP 9 - New complicated actions
100,CARD_SHIPBUILDING,Shipbuilding,Shipbuilding,4,2,No,1,1517,Boosted build ships (alert: also for minors),,EASY,,"Group 1: Easy, just a boosted action"
101,CARD_SMALLPOX,Smallpox,Smallpox,4,4,No,1,1517,Boosted conquest,,EASY,,"Group 1: Easy, just a boosted action"
102,CARD_SPRING_PREPARATIONS,SpringPreparations,Spring Preparations,4,3,No,1,1517,Boosted Spring Deployment,,HARD,Mess the rules of Spring Deployment a lot,GROUP 9 - New complicated actions
103,CARD_THREAT_TO_POWER,ThreatPower,Threat to Power,4,3,No,1,1517,Attempt to assassinate,,MEDIUM,New action,Group 8 - Other new simple actions
104,CARD_TRACE_ITALIENNE,TraceItalienne,Trace Italienne,4,3,No,1,1517,Build a fortress (check conditions),,MEDIUM,New action,Group 8 - Other new simple actions
105,CARD_TREACHERY,Treachery,Treachery!,4,5,No,1,1517,Boosted assault,,EASY,,"Group 1: Easy, just a boosted action"
106,CARD_UNPAID_MERCENARIES,UnpaidMercenaries,Unpaid Mercenaries,4,3,No,1,1517,Remove a stack of mercenaries,,MEDIUM,New action,Group 8 - Other new simple actions
107,CARD_UNSANITARY_CAMP,UnsanitaryCamp,Unsanitary Camp,4,2,No,1,1517,Remove one third of a stack,,MEDIUM,New action,Group 8 - Other new simple actions
108,CARD_VENETIAN_ALLIANCE,VenetianAlliance,Venetian Alliance,4,4,No,1,1517,Activate or Deactivate Venice,"In other conditions, improve Venetian units",HARD,New complicated action,GROUP 9 - New complicated actions
109,CARD_VENETIAN_INFORMANT,VenetianInformant,Venetian Informant,4,1,No,1,1517,"Only in Spring Deployment, review the hand",,HARD,New complicated action,GROUP 9 - New complicated actions
110,CARD_WAR_IN_PERSIA,WarPersia,War in Persia,4,4,No,1,1517,Foreign War,,MEDIUM,New action,GROUP 4 - Foreign Wars
111,CARD_COLONIAL_GOVERNOR_NATIVE_UPRISING,ColonialGovernor,Colonial Governor/Native Uprising,4,2,No,1,1517,Marker for future impact in New World,,MEDIUM,Change dice results in NW until removed,GROUP 7 - Future impact in New World
112,CARD_THOMAS_MORE,ThomasMore,Thomas More,4,3,No,1,1517,No debates in the turn. England draws 1 card and discard other,Boosted debate,HARD,New complicated action,GROUP 9 - New complicated actions
113,CARD_IMPERIAL_CORONATION,ImperialCoronation,Imperial Coronation,1,2,Special,3,1517,"Simple condition, draw cards",,MEDIUM,New action,Group 6 - Cards draw / discard
114,CARD_LA_FORET_EMBASSY_IN_ISTANBUL,ForetEmbassy,La Forêt's Embassy in Istanbul,1,2,Special,3,1517,"Simple condition, draw cards",,MEDIUM,New action,Group 6 - Cards draw / discard
115,CARD_THOMAS_CROMWELL,ThomasCromwell,Thomas Cromwell,2,3,Special,4,1517,Response to a very specific play of Papal Bull,Retrieve a specific card and give it to England OR boosted conversions and change cost of conversions in the turn,EXTREME,Response card + 2 other options (one of them implies change for all the turn),GROUP 11 - RESPONSE CARDS
116,CARD_ROUGH_WOOING,RoughWooing,Rough Wooing,4,3,No,5,1517,"Complicated condition, roll dice, add modifiers and then a chance to deactivate and activate Scotland",,HARD,New complicated action,GROUP 9 - New complicated actions
201,CARD_DIP_ANDREA_DORIA,DipAndreaDoria,Andrea Doria,5,0,No,1,2-player variant,N/A,,N/A (not developing this variant yet),,
202,CARD_DIP_FRENCH_CONSTABLE_INVADES,DipFrenchConstable,French Constable Invades,5,0,No,1,2-player variant,N/A,,N/A (not developing this variant yet),,
203,CARD_DIP_CORSAIR_RAID,DipCorsairRaid,Corsair Raid,5,0,No,1,2-player variant,N/A,,N/A (not developing this variant yet),,
204,CARD_DIP_DIPLOMATIC_MARRIAGE,DipDiplomaticMarriage,Diplomatic Marriage,5,0,No,1,2-player variant,N/A,,N/A (not developing this variant yet),,
205,CARD_DIP_DIPLOMATIC_PRESSURE,DipDiplomaticPressure,Diplomatic Pressure,5,0,No,1,2-player variant,N/A,,N/A (not developing this variant yet),,
206,CARD_DIP_DIPLOMATIC_FRENCH_INVASION,DipFrenchInvasion,French Invasion,5,0,No,1,2-player variant,N/A,,N/A (not developing this variant yet),,
207,CARD_DIP_HENRY_PETITIONS_FOR_DIVORCE,DipHenryPetitions,Henry Petitions for Divorce,5,0,Yes,1,2-player variant,N/A,,N/A (not developing this variant yet),,
208,CARD_DIP_KNIGHTS_OF_ST_JOHN,DipKnightsStJohn,Knights of St. John,5,0,No,1,2-player variant,N/A,,N/A (not developing this variant yet),,
209,CARD_DIP_PLAGUE,DipPlague,Plague,5,0,No,1,2-player variant,N/A,,N/A (not developing this variant yet),,
210,CARD_DIP_SHIPBUILDING,DipShipbuilding,Shipbuilding,5,0,No,1,2-player variant,N/A,,N/A (not developing this variant yet),,
211,CARD_DIP_SPANISH_INVASION,DipSpanishInvasion,Spanish Invasion,5,0,No,1,2-player variant,N/A,,N/A (not developing this variant yet),,
212,CARD_DIP_VENETIAN_ALLIANCE,DipVenetianAlliance,Venetian Alliance,5,0,No,1,2-player variant,N/A,,N/A (not developing this variant yet),,
213,CARD_DIP_AUSTRIAN_INVASION,DipAustrianInvasion,Austrian Invasion,5,0,No,0,2-player variant,N/A,,N/A (not developing this variant yet),,
214,CARD_DIP_IMPERIAL_INVASION,DipImperialInvasion,Imperial Invasion,5,0,No,0,2-player variant,N/A,,N/A (not developing this variant yet),,
215,CARD_DIP_MACHIAVELLI,DipMachiavelli,Machiavelli,5,0,No,0,2-player variant,N/A,,N/A (not developing this variant yet),,
216,CARD_DIP_OTTOMAN_INVASION,DipOttomanInvasion,Ottoman Invasion,5,0,No,0,2-player variant,N/A,,N/A (not developing this variant yet),,
217,CARD_DIP_SECRET_PROTESTANT_CIRCLE,DipSecretProtestant,Secret Protestant Circle,5,0,No,0,2-player variant,N/A,,N/A (not developing this variant yet),,
218,CARD_DIP_SIEGE_OF_VIENNA,DipSiegeVienna,Siege of Vienna,5,0,No,0,2-player variant,N/A,,N/A (not developing this variant yet),,
219,CARD_DIP_SPANISH_INQUISITION,DipSpanishInquisition,Spanish Inquisition,5,0,No,0,2-player variant,N/A,,N/A (not developing this variant yet),,
